Tm,Total,Home,Away,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Week 17,season,Week 18
Arizona Cardinals,1028446,513487.0,514959.0,62903.0,62351.0,63663.0,63146.0,60816.0,63846.0,64722.0,67431.0,,69005.0,64745.0,70799.0,51115.0,64784.0,69596.0,64878.0,64646.0,2015,
Atlanta Falcons,1134671,562845.0,571826.0,70516.0,77678.0,90345.0,69904.0,70178.0,73018.0,63329.0,70524.0,70799.0,,70433.0,70610.0,58221.0,74420.0,64016.0,70981.0,69699.0,2015,
Baltimore Ravens,1083919,568018.0,515901.0,76798.0,53500.0,70970.0,63929.0,71046.0,70799.0,64722.0,70829.0,,70837.0,71105.0,64380.0,64519.0,71179.0,70791.0,71261.0,57254.0,2015,
Buffalo Bills,1140809,559047.0,581762.0,70319.0,70858.0,64869.0,70677.0,65670.0,69593.0,84021.0,,70214.0,78160.0,66829.0,72493.0,68544.0,69596.0,80124.0,70172.0,68670.0,2015,
Carolina Panthers,1157689,592454.0,565235.0,60733.0,73254.0,73402.0,57468.0,,69020.0,74194.0,74136.0,74461.0,63591.0,74418.0,90909.0,73097.0,74420.0,79436.0,70981.0,74169.0,2015,
Chicago Bears,1020065,496287.0,523778.0,62442.0,62351.0,69002.0,62409.0,75799.0,57648.0,,62311.0,68033.0,58653.0,62483.0,78488.0,62088.0,61026.0,52421.0,63734.0,61177.0,2015,
Cincinnati Bengals,1028118,491118.0,537000.0,54500.0,57579.0,70970.0,57498.0,65004.0,69593.0,,64750.0,65816.0,61381.0,64745.0,61022.0,64775.0,65564.0,70799.0,76868.0,57254.0,2015,
Cleveland Browns,1062262,529488.0,532774.0,78160.0,67431.0,67431.0,63710.0,71046.0,67431.0,51523.0,67431.0,65816.0,64402.0,,64380.0,64775.0,63916.0,69002.0,69115.0,66693.0,2015,
Dallas Cowboys,1312509,731672.0,580837.0,93579.0,69296.0,90345.0,73009.0,93054.0,,80319.0,91486.0,91827.0,64113.0,65115.0,90909.0,80444.0,78369.0,90345.0,70172.0,90127.0,2015,
Denver Broncos,1141878,615381.0,526497.0,76798.0,76404.0,62920.0,77029.0,54500.0,67431.0,,77075.0,66894.0,76973.0,62483.0,76970.0,68631.0,76824.0,67234.0,76868.0,76844.0,2015,
Detroit Lions,1025745,490782.0,534963.0,66093.0,52319.0,62920.0,69005.0,60816.0,57648.0,60231.0,83624.0,,78526.0,60202.0,64445.0,63207.0,51202.0,73017.0,61313.0,61177.0,2015,
Green Bay Packers,1147786,627308.0,520478.0,62442.0,78433.0,78214.0,70799.0,78432.0,78434.0,,77075.0,74461.0,78526.0,52529.0,78488.0,63207.0,78369.0,55087.0,64878.0,78412.0,2015,
Houston Texans,1098814,574159.0,524655.0,71776.0,73254.0,71718.0,69904.0,71732.0,58085.0,65251.0,71630.0,,61381.0,71718.0,71778.0,68544.0,71908.0,66083.0,62153.0,71899.0,2015,
Indianapolis Colts,1067476,528381.0,539095.0,70319.0,65220.0,65920.0,65609.0,71732.0,66726.0,66420.0,74136.0,66894.0,,70433.0,65696.0,58701.0,62372.0,66083.0,65482.0,65733.0,2015,
Jacksonville Jaguars,1056511,514268.0,542243.0,60733.0,65443.0,66829.0,65609.0,58490.0,58085.0,84021.0,,78160.0,70837.0,60121.0,59477.0,57355.0,62372.0,64016.0,73064.0,71899.0,2015,
Kansas City Chiefs,1130807,602228.0,528579.0,71776.0,76404.0,78214.0,57498.0,75799.0,52480.0,76365.0,83624.0,,76973.0,65837.0,72493.0,55010.0,72314.0,70791.0,69115.0,76114.0,2015,
Miami Dolphins,1093320,537548.0,555772.0,76512.0,65443.0,64869.0,83986.0,,62342.0,65251.0,66829.0,70214.0,69596.0,65115.0,78160.0,64519.0,65408.0,66676.0,65482.0,62918.0,2015,
Minnesota Vikings,958016,419440.0,538576.0,70499.0,52319.0,52400.0,77029.0,,52480.0,60231.0,62311.0,52406.0,54700.0,52529.0,70610.0,52430.0,64784.0,52421.0,52455.0,78412.0,2015,
New England Patriots,1136287,534632.0,601655.0,66829.0,70858.0,66829.0,,93054.0,66726.0,66829.0,66829.0,66829.0,81061.0,66829.0,76970.0,66829.0,71908.0,66829.0,78160.0,62918.0,2015,
New Orleans Saints,1135027,584305.0,550722.0,62903.0,73006.0,73402.0,73009.0,69296.0,73018.0,66420.0,73019.0,73075.0,75086.0,,71778.0,73097.0,62138.0,73017.0,73064.0,69699.0,2015,
New York Giants,1198163,632011.0,566152.0,93579.0,77678.0,76081.0,70677.0,78515.0,69296.0,80319.0,73019.0,64351.0,81061.0,,77367.0,80898.0,65408.0,79436.0,52455.0,78023.0,2015,
New York Jets,1207646,625280.0,582366.0,78160.0,65220.0,78160.0,83986.0,,78160.0,66829.0,54700.0,78160.0,78160.0,71718.0,78160.0,80898.0,78160.0,90345.0,78160.0,68670.0,2015,
Oakland Raiders,970514,436397.0,534117.0,54500.0,53500.0,67431.0,62409.0,54500.0,,67542.0,54700.0,65520.0,54700.0,60202.0,58075.0,55010.0,76824.0,55087.0,54400.0,76114.0,2015,
Philadelphia Eagles,1154629,555868.0,598761.0,70516.0,69296.0,78160.0,74767.0,69296.0,69296.0,74194.0,,91827.0,69596.0,69596.0,64445.0,66829.0,69596.0,69596.0,69596.0,78023.0,2015,
Pittsburgh Steelers,1050712,514854.0,535858.0,66829.0,66472.0,52433.0,63929.0,67658.0,63846.0,76365.0,64750.0,65520.0,64402.0,,69055.0,58701.0,65564.0,67234.0,71261.0,66693.0,2015,
San Diego Chargers,1056457,534180.0,522277.0,66093.0,57579.0,52400.0,63710.0,67658.0,78434.0,67542.0,70829.0,68033.0,,65837.0,59477.0,68631.0,72314.0,66676.0,54400.0,76844.0,2015,
San Francisco 49ers,1082259,566092.0,516167.0,70499.0,66472.0,63663.0,70799.0,78515.0,70799.0,70799.0,51207.0,70799.0,,68993.0,70799.0,62088.0,63916.0,70799.0,61313.0,70799.0,2015,
Seattle Seahawks,1097931,552162.0,545769.0,51792.0,78433.0,69002.0,69005.0,65004.0,69020.0,70799.0,91486.0,,69005.0,68993.0,69055.0,52430.0,71179.0,69002.0,69080.0,64646.0,2015,
St. Louis Rams,957670,419220.0,538450.0,51792.0,72460.0,52433.0,63146.0,78432.0,,51523.0,51207.0,52406.0,58653.0,71105.0,61022.0,51115.0,51202.0,51295.0,69080.0,70799.0,2015,
Tampa Bay Buccaneers,1041376,492460.0,548916.0,63945.0,73006.0,71718.0,57468.0,58490.0,,72912.0,70524.0,64351.0,64113.0,69596.0,65696.0,58221.0,62138.0,51295.0,63734.0,74169.0,2015,
Tennessee Titans,1045359,498435.0,546924.0,63945.0,67431.0,65920.0,,65670.0,62342.0,63329.0,71630.0,73075.0,63591.0,60121.0,58075.0,57355.0,78160.0,66829.0,62153.0,65733.0,2015,
Washington Redskins,1196087,609672.0,586415.0,76512.0,72460.0,76081.0,74767.0,70178.0,78160.0,72912.0,,66829.0,75086.0,74418.0,77367.0,80444.0,61026.0,80124.0,69596.0,90127.0,2015,
Arizona Cardinals,1083135,518652.0,564483.0,64864.0,64230.0,68647.0,64622.0,70178.0,64709.0,65089.0,74088.0,,65127.0,66808.0,69233.0,64939.0,65750.0,65072.0,69050.0,80729.0,2016,
Atlanta Falcons,1116392,559998.0,556394.0,69382.0,54081.0,73003.0,70508.0,76802.0,69071.0,69832.0,70165.0,57797.0,69596.0,,69233.0,69879.0,82495.0,70164.0,73549.0,70835.0,2016,
Baltimore Ravens,1134133,568823.0,565310.0,71104.0,67431.0,60127.0,71152.0,71318.0,78487.0,78160.0,,71286.0,70921.0,93056.0,70903.0,70916.0,66829.0,71223.0,66276.0,54944.0,2016,
Buffalo Bills,1098702,548073.0,550629.0,71104.0,70256.0,68647.0,66829.0,83679.0,70003.0,65658.0,70442.0,69084.0,,61356.0,67849.0,54759.0,69657.0,66529.0,64690.0,78160.0,2016,
Carolina Panthers,1159680,590343.0,569337.0,76843.0,74143.0,73813.0,70508.0,73425.0,73138.0,,74088.0,86109.0,74181.0,73288.0,54909.0,69104.0,73856.0,76689.0,73549.0,62037.0,2016,
Chicago Bears,1060607,482951.0,577656.0,71933.0,62268.0,90554.0,60841.0,66622.0,61054.0,78217.0,60422.0,,62898.0,78898.0,59494.0,59782.0,61726.0,61137.0,57953.0,66808.0,2016,
Cincinnati Bengals,1088770,508071.0,580699.0,78160.0,65072.0,63850.0,60834.0,91653.0,66829.0,65047.0,84488.0,,76218.0,61356.0,70903.0,55456.0,60028.0,62096.0,71836.0,54944.0,2016,
Cleveland Browns,1044825,514489.0,530336.0,69596.0,67431.0,65176.0,76249.0,67431.0,60897.0,65047.0,67431.0,67431.0,70921.0,67431.0,60034.0,,60028.0,66529.0,57272.0,55921.0,2016,
Dallas Cowboys,1322087,740318.0,581769.0,92867.0,80612.0,90554.0,70178.0,91653.0,78481.0,,93103.0,67431.0,67737.0,93056.0,93099.0,66860.0,80874.0,93101.0,92885.0,69596.0,2016,
Denver Broncos,1133943,614193.0,519750.0,76843.0,76379.0,63850.0,60375.0,76802.0,58904.0,76865.0,76756.0,54957.0,73138.0,,76819.0,63075.0,68780.0,76893.0,76671.0,76836.0,2016,
Detroit Lions,1075305,486342.0,588963.0,65566.0,58466.0,78411.0,60841.0,58047.0,56018.0,60461.0,71882.0,66807.0,,61486.0,63793.0,73137.0,61726.0,79434.0,92885.0,66345.0,2016,
Green Bay Packers,1169215,625727.0,543488.0,63179.0,66813.0,78411.0,,78401.0,78481.0,78217.0,70165.0,78437.0,69116.0,77137.0,69596.0,77867.0,78057.0,61137.0,77856.0,66345.0,2016,
Houston Texans,1132210,574947.0,557263.0,71933.0,71890.0,66829.0,71815.0,66683.0,71891.0,76865.0,71882.0,,62091.0,76473.0,71897.0,77867.0,65250.0,71803.0,71836.0,65205.0,2016,
Indianapolis Colts,1100210,524393.0,575817.0,65566.0,76379.0,64747.0,83764.0,66622.0,71891.0,65470.0,65417.0,78437.0,,65048.0,66583.0,78160.0,65250.0,66820.0,54896.0,65160.0,2016,
Jacksonville Jaguars,1031602,517172.0,514430.0,63179.0,52165.0,60127.0,83764.0,,61054.0,62614.0,61619.0,73294.0,62091.0,61486.0,67849.0,63075.0,62701.0,71803.0,59621.0,65160.0,2016,
Kansas City Chiefs,1115214,586624.0,528590.0,73238.0,71890.0,71587.0,61278.0,,54211.0,76282.0,65417.0,73294.0,74181.0,72277.0,76819.0,69879.0,75191.0,68084.0,76671.0,54915.0,2016,
Los Angeles Rams,1198268,665318.0,532950.0,70178.0,91046.0,55009.0,64622.0,83679.0,56018.0,74121.0,,86109.0,78160.0,83483.0,73067.0,66829.0,82495.0,69067.0,83656.0,80729.0,2016,
Miami Dolphins,1073132,524101.0,549031.0,69012.0,66829.0,65176.0,60834.0,64425.0,65351.0,65658.0,,65722.0,55107.0,83483.0,65856.0,70916.0,65750.0,78160.0,64690.0,66163.0,2016,
Minnesota Vikings,1084502,534289.0,550213.0,63816.0,66813.0,73813.0,66690.0,66683.0,,69596.0,60422.0,66807.0,78216.0,66808.0,63793.0,66860.0,62701.0,66820.0,77856.0,66808.0,2016,
New England Patriots,1094772,534632.0,560140.0,64864.0,66829.0,66829.0,66829.0,67431.0,66829.0,66009.0,70442.0,,66829.0,70178.0,78160.0,66829.0,66829.0,76893.0,66829.0,66163.0,2016,
New Orleans Saints,1141039,584876.0,556163.0,73028.0,77727.0,73003.0,60641.0,,73138.0,76282.0,73188.0,70178.0,73138.0,73288.0,73067.0,73137.0,62140.0,65072.0,73177.0,70835.0,2016,
New York Giants,1217320,630315.0,587005.0,92867.0,77727.0,78368.0,66690.0,78401.0,78487.0,74121.0,,80309.0,76218.0,78898.0,60034.0,65825.0,80874.0,79434.0,69596.0,79471.0,2016,
New York Jets,1168377,625280.0,543097.0,78160.0,70256.0,71587.0,78160.0,66385.0,64709.0,78160.0,67431.0,65722.0,78160.0,,78160.0,78160.0,70178.0,78160.0,66829.0,78160.0,2016,
Oakland Raiders,1009172,458561.0,550611.0,73028.0,54081.0,62370.0,71152.0,54275.0,54211.0,62614.0,61068.0,54957.0,,76473.0,54909.0,54759.0,75191.0,68352.0,54896.0,76836.0,2016,
Philadelphia Eagles,1125298,556768.0,568530.0,69596.0,62268.0,69596.0,,58047.0,78934.0,69596.0,93103.0,80309.0,69596.0,69190.0,69596.0,55456.0,69596.0,71223.0,69596.0,69596.0,2016,
Pittsburgh Steelers,1065627,514503.0,551124.0,79124.0,65072.0,69596.0,61278.0,66385.0,65351.0,66009.0,,71286.0,67737.0,67431.0,66583.0,65825.0,69657.0,62096.0,66276.0,55921.0,2016,
San Diego Chargers,998070,456197.0,541873.0,73238.0,52165.0,64747.0,60641.0,54275.0,58904.0,69832.0,76756.0,52281.0,55107.0,,71897.0,53832.0,73856.0,68352.0,57272.0,54915.0,2016,
San Francisco 49ers,1119165,561424.0,557741.0,70178.0,74143.0,69010.0,70178.0,70178.0,70003.0,70178.0,,70178.0,65127.0,70178.0,65856.0,59782.0,70178.0,70164.0,83656.0,70178.0,2016,
Seattle Seahawks,1138809,552588.0,586221.0,69012.0,91046.0,69010.0,78160.0,,69071.0,65089.0,73188.0,69084.0,66829.0,69190.0,63674.0,69104.0,78057.0,69067.0,69050.0,70178.0,2016,
Tampa Bay Buccaneers,1054600,484998.0,569602.0,69382.0,64230.0,55009.0,60375.0,73425.0,,70178.0,61068.0,57797.0,62898.0,72277.0,63674.0,53832.0,62140.0,93101.0,73177.0,62037.0,2016,
Tennessee Titans,1016507,517273.0,499234.0,63816.0,58466.0,62370.0,71815.0,64425.0,60897.0,65470.0,61619.0,52281.0,69116.0,65048.0,59494.0,,68780.0,68084.0,59621.0,65205.0,2016,
Washington Redskins,1206654,626432.0,580222.0,79124.0,80612.0,78368.0,76249.0,71318.0,78934.0,60461.0,84488.0,,78216.0,77137.0,93099.0,64939.0,69596.0,76689.0,57953.0,79471.0,2016,
Arizona Cardinals,1063084,513741.0,549343.0,60957.0,63137.0,65102.0,64121.0,69596.0,63999.0,73736.0,,70133.0,64639.0,71680.0,63891.0,63986.0,64153.0,71026.0,63850.0,69078.0,2017,
Atlanta Falcons,1123058,575681.0,547377.0,61857.0,70826.0,63240.0,71273.0,,70593.0,65878.0,77562.0,74244.0,73761.0,69026.0,71036.0,71185.0,72866.0,62382.0,73188.0,74141.0,2017,
Baltimore Ravens,1088056,564709.0,523347.0,55254.0,70605.0,84592.0,71126.0,54980.0,70616.0,66751.0,70408.0,67322.0,,77945.0,70357.0,70500.0,60069.0,56434.0,70590.0,70507.0,2017,
Buffalo Bills,1040917,534200.0,506717.0,68751.0,74122.0,68865.0,71273.0,52367.0,,68561.0,69599.0,77562.0,67501.0,25015.0,74929.0,68499.0,60222.0,62202.0,65878.0,65571.0,2017,
Carolina Panthers,1133961,588942.0,545019.0,70178.0,74122.0,73775.0,65878.0,64288.0,74373.0,61256.0,58545.0,74244.0,72790.0,,77562.0,73171.0,73728.0,74447.0,71463.0,74141.0,2017,
Chicago Bears,1021219,488137.0,533082.0,61857.0,56640.0,61172.0,78362.0,61834.0,70616.0,61256.0,73192.0,,61285.0,60635.0,69596.0,61302.0,52002.0,65872.0,58796.0,66802.0,2017,
Cincinnati Bengals,978253,425937.0,552316.0,55254.0,52942.0,78323.0,67431.0,52367.0,,65363.0,57901.0,60720.0,67432.0,75707.0,51710.0,56029.0,52002.0,66833.0,47732.0,70507.0,2017,
Cleveland Browns,968007,511060.0,456947.0,67431.0,70605.0,63351.0,67431.0,62032.0,71815.0,59061.0,74237.0,,64646.0,57003.0,51710.0,25320.0,67431.0,56434.0,58796.0,50704.0,2017,
Dallas Cowboys,1309211,741775.0,567436.0,93183.0,76919.0,65102.0,91869.0,93329.0,,70133.0,78428.0,93273.0,73761.0,93247.0,93012.0,91712.0,78125.0,55372.0,92150.0,69596.0,2017,
Denver Broncos,1106590,610846.0,495744.0,76324.0,76919.0,68865.0,76909.0,,76721.0,25388.0,76573.0,69596.0,76820.0,75707.0,53930.0,65092.0,75518.0,63411.0,72889.0,75928.0,2017,
Detroit Lions,1046765,513100.0,533665.0,60957.0,77004.0,63240.0,66730.0,64288.0,73117.0,,64983.0,77575.0,64646.0,60635.0,66613.0,70500.0,60372.0,65872.0,47732.0,62501.0,2017,
Green Bay Packers,1183556,624742.0,558814.0,78381.0,70826.0,78323.0,78362.0,93329.0,66848.0,78380.0,,77575.0,61285.0,77945.0,62147.0,77684.0,67431.0,74447.0,78092.0,62501.0,2017,
Houston Texans,1080447,574197.0,506250.0,71710.0,52942.0,65878.0,71804.0,71835.0,71815.0,,69025.0,71709.0,60032.0,71680.0,70357.0,62758.0,71802.0,64701.0,71842.0,60557.0,2017,
Indianapolis Colts,1022042,507525.0,514517.0,60128.0,63137.0,63351.0,68872.0,65612.0,63888.0,63104.0,57901.0,71709.0,66146.0,,62207.0,61207.0,60222.0,63411.0,70590.0,60557.0,2017,
Jacksonville Jaguars,1049568,514427.0,535141.0,71710.0,61709.0,84592.0,77562.0,66237.0,56232.0,63104.0,,60720.0,60835.0,57003.0,63891.0,61207.0,64431.0,64701.0,70133.0,65501.0,2017,
Kansas City Chiefs,1134166,592851.0,541315.0,65878.0,74971.0,25386.0,74587.0,71835.0,76994.0,55090.0,76573.0,93273.0,,76363.0,74929.0,77562.0,74461.0,75011.0,65325.0,75928.0,2017,
Los Angeles Chargers,783367,202687.0,580680.0,76324.0,25381.0,25386.0,25374.0,77373.0,54685.0,25388.0,65878.0,,60835.0,25015.0,93012.0,25320.0,25393.0,75011.0,77562.0,25430.0,2017,
Los Angeles Rams,1062261,507136.0,555125.0,60128.0,56612.0,70178.0,91869.0,60745.0,56232.0,73736.0,,76877.0,60032.0,66809.0,62006.0,63986.0,67752.0,69077.0,60097.0,66125.0,2017,
Miami Dolphins,1051161,541022.0,510139.0,,25381.0,77562.0,84423.0,65135.0,70593.0,65025.0,70408.0,65139.0,72790.0,65089.0,65878.0,65092.0,65548.0,62202.0,65325.0,65571.0,2017,
Minnesota Vikings,1099905,533769.0,566136.0,66606.0,65971.0,66390.0,66730.0,61834.0,66848.0,66751.0,74237.0,,74476.0,66809.0,66613.0,71185.0,73728.0,66833.0,78092.0,66802.0,2017,
New England Patriots,1099028,527024.0,572004.0,65878.0,73168.0,65878.0,65878.0,64476.0,77562.0,65878.0,65878.0,,76820.0,77357.0,65878.0,68499.0,65548.0,68574.0,65878.0,65878.0,2017,
New Orleans Saints,1146046,585113.0,560933.0,66606.0,73168.0,73775.0,84423.0,,73117.0,78380.0,73192.0,73121.0,67501.0,73138.0,62006.0,73171.0,72866.0,73018.0,73188.0,55376.0,2017,
New York Giants,1183037,617434.0,565603.0,93183.0,77004.0,69596.0,63916.0,77373.0,76721.0,78527.0,,76877.0,70133.0,76363.0,73210.0,54994.0,78125.0,76896.0,63850.0,76269.0,2017,
New York Jets,1143358,620496.0,522862.0,68751.0,54729.0,77562.0,77562.0,62032.0,77562.0,65025.0,77562.0,77562.0,57911.0,,77562.0,77562.0,75518.0,73018.0,77562.0,65878.0,2017,
Oakland Raiders,988483,461137.0,527346.0,69089.0,54729.0,77123.0,76909.0,54980.0,54685.0,55090.0,69599.0,65139.0,,77357.0,53930.0,54994.0,74461.0,55372.0,69596.0,25430.0,2017,
