game_id,season,game_type,week,game_date,kickoff_time_raw,away_team_abbr,away_team_name,away_team_raw,home_team_abbr,home_team_name,home_team_raw,venue_clean,venue_raw,home_stadium_venue,weather_match_venue,weather_match_type,game_city,game_country,is_neutral_site,is_international,attendance,attendance_source_row_count,season_exists_in_attendance,season_week_exists_in_attendance,season_week_team_exists_in_attendance,matched_flag,unmatched_reason
2016_POST_18_MIA_PIT_20170108,2016,POST,18,2017-01-08,13:05,MIA,Miami Dolphins,MIA,PIT,Pittsburgh Steelers,PIT,Acrisure Stadium,Heinz Field,Acrisure Stadium,Acrisure Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2016_POST_18_NYG_GB_20170108,2016,POST,18,2017-01-08,16:40,NYG,New York Giants,NYG,GB,Green Bay Packers,GB,Lambeau Field,Lambeau Field,Lambeau Field,Lambeau Field,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2016_POST_19_HOU_NE_20170114,2016,POST,19,2017-01-14,20:15,HOU,Houston Texans,HOU,NE,New England Patriots,NE,Gillette Stadium,Gillette Stadium,Gillette Stadium,Gillette Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2016_POST_19_SEA_ATL_20170114,2016,POST,19,2017-01-14,16:35,SEA,Seattle Seahawks,SEA,ATL,Atlanta Falcons,ATL,Georgia Dome,Georgia Dome,Mercedes-Benz Stadium,Georgia Dome,actual_game_venue,,United States,True,False,,,True,False,False,False,season_week_not_found_in_attendance
2016_POST_19_GB_DAL_20170115,2016,POST,19,2017-01-15,16:40,GB,Green Bay Packers,GB,DAL,Dallas Cowboys,DAL,AT&T Stadium,AT&T Stadium,AT&T Stadium,AT&T Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2016_POST_19_PIT_KC_20170115,2016,POST,19,2017-01-15,20:20,PIT,Pittsburgh Steelers,PIT,KC,Kansas City Chiefs,KC,Arrowhead Stadium,Arrowhead Stadium,Arrowhead Stadium,Arrowhead Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2016_CON_20_GB_ATL_20170122,2016,CON,20,2017-01-22,15:05,GB,Green Bay Packers,GB,ATL,Atlanta Falcons,ATL,Georgia Dome,Georgia Dome,Mercedes-Benz Stadium,Georgia Dome,actual_game_venue,,United States,True,False,,,True,False,False,False,season_week_not_found_in_attendance
2016_CON_20_PIT_NE_20170122,2016,CON,20,2017-01-22,18:40,PIT,Pittsburgh Steelers,PIT,NE,New England Patriots,NE,Gillette Stadium,Gillette Stadium,Gillette Stadium,Gillette Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2016_POST_21_NE_ATL_20170205,2016,POST,21,2017-02-05,18:30,NE,New England Patriots,NE,ATL,Atlanta Falcons,ATL,NRG Stadium,NRG Stadium,Mercedes-Benz Stadium,NRG Stadium,actual_game_venue,,United States,True,False,,,True,False,False,False,season_week_not_found_in_attendance
2017_POST_18_ATL_LAR_20180106,2017,POST,18,2018-01-06,20:15,ATL,Atlanta Falcons,ATL,LAR,Los Angeles Rams,LA,Los Angeles Memorial Coliseum,Los Angeles Memorial Coliseum,SoFi Stadium,Los Angeles Memorial Coliseum,actual_game_venue,,United States,True,False,,,True,False,False,False,season_week_not_found_in_attendance
2017_POST_18_TEN_KC_20180106,2017,POST,18,2018-01-06,16:36,TEN,Tennessee Titans,TEN,KC,Kansas City Chiefs,KC,Arrowhead Stadium,Arrowhead Stadium,Arrowhead Stadium,Arrowhead Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2017_POST_18_BUF_JAX_20180107,2017,POST,18,2018-01-07,13:05,BUF,Buffalo Bills,BUF,JAX,Jacksonville Jaguars,JAX,EverBank Stadium,EverBank Field,EverBank Stadium,EverBank Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2017_POST_18_CAR_NO_20180107,2017,POST,18,2018-01-07,16:40,CAR,Carolina Panthers,CAR,NO,New Orleans Saints,NO,Caesars Superdome,Mercedes-Benz Superdome,Caesars Superdome,Caesars Superdome,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2017_POST_19_ATL_PHI_20180113,2017,POST,19,2018-01-13,16:35,ATL,Atlanta Falcons,ATL,PHI,Philadelphia Eagles,PHI,Lincoln Financial Field,Lincoln Financial Field,Lincoln Financial Field,Lincoln Financial Field,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2017_POST_19_TEN_NE_20180113,2017,POST,19,2018-01-13,20:15,TEN,Tennessee Titans,TEN,NE,New England Patriots,NE,Gillette Stadium,Gillette Stadium,Gillette Stadium,Gillette Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2017_POST_19_JAX_PIT_20180114,2017,POST,19,2018-01-14,13:05,JAX,Jacksonville Jaguars,JAX,PIT,Pittsburgh Steelers,PIT,Acrisure Stadium,Heinz Field,Acrisure Stadium,Acrisure Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2017_POST_19_NO_MIN_20180114,2017,POST,19,2018-01-14,16:40,NO,New Orleans Saints,NO,MIN,Minnesota Vikings,MIN,U.S. Bank Stadium,U.S. Bank Stadium,U.S. Bank Stadium,U.S. Bank Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2017_CON_20_JAX_NE_20180121,2017,CON,20,2018-01-21,15:05,JAX,Jacksonville Jaguars,JAX,NE,New England Patriots,NE,Gillette Stadium,Gillette Stadium,Gillette Stadium,Gillette Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2017_CON_20_MIN_PHI_20180121,2017,CON,20,2018-01-21,18:41,MIN,Minnesota Vikings,MIN,PHI,Philadelphia Eagles,PHI,Lincoln Financial Field,Lincoln Financial Field,Lincoln Financial Field,Lincoln Financial Field,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2017_POST_21_PHI_NE_20180204,2017,POST,21,2018-02-04,18:31,PHI,Philadelphia Eagles,PHI,NE,New England Patriots,NE,U.S. Bank Stadium,U.S. Bank Stadium,Gillette Stadium,U.S. Bank Stadium,actual_game_venue,,United States,True,False,,,True,False,False,False,season_week_not_found_in_attendance
2018_POST_18_IND_HOU_20190105,2018,POST,18,2019-01-05,16:35,IND,Indianapolis Colts,IND,HOU,Houston Texans,HOU,NRG Stadium,NRG Stadium,NRG Stadium,NRG Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2018_POST_18_SEA_DAL_20190105,2018,POST,18,2019-01-05,20:15,SEA,Seattle Seahawks,SEA,DAL,Dallas Cowboys,DAL,AT&T Stadium,AT&T Stadium,AT&T Stadium,AT&T Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2018_POST_18_LAC_BAL_20190106,2018,POST,18,2019-01-06,13:05,LAC,Los Angeles Chargers,LAC,BAL,Baltimore Ravens,BAL,M&T Bank Stadium,M&T Bank Stadium,M&T Bank Stadium,M&T Bank Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2018_POST_18_PHI_CHI_20190106,2018,POST,18,2019-01-06,16:40,PHI,Philadelphia Eagles,PHI,CHI,Chicago Bears,CHI,Soldier Field,Soldier Field,Soldier Field,Soldier Field,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2018_POST_19_DAL_LAR_20190112,2018,POST,19,2019-01-12,20:15,DAL,Dallas Cowboys,DAL,LAR,Los Angeles Rams,LA,Los Angeles Memorial Coliseum,Los Angeles Memorial Coliseum,SoFi Stadium,Los Angeles Memorial Coliseum,actual_game_venue,,United States,True,False,,,True,False,False,False,season_week_not_found_in_attendance
2018_POST_19_IND_KC_20190112,2018,POST,19,2019-01-12,16:35,IND,Indianapolis Colts,IND,KC,Kansas City Chiefs,KC,Arrowhead Stadium,Arrowhead Stadium,Arrowhead Stadium,Arrowhead Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2018_POST_19_LAC_NE_20190113,2018,POST,19,2019-01-13,13:05,LAC,Los Angeles Chargers,LAC,NE,New England Patriots,NE,Gillette Stadium,Gillette Stadium,Gillette Stadium,Gillette Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2018_POST_19_PHI_NO_20190113,2018,POST,19,2019-01-13,16:40,PHI,Philadelphia Eagles,PHI,NO,New Orleans Saints,NO,Caesars Superdome,Mercedes-Benz Superdome,Caesars Superdome,Caesars Superdome,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2018_CON_20_LAR_NO_20190120,2018,CON,20,2019-01-20,15:05,LAR,Los Angeles Rams,LA,NO,New Orleans Saints,NO,Caesars Superdome,Mercedes-Benz Superdome,Caesars Superdome,Caesars Superdome,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2018_CON_20_NE_KC_20190120,2018,CON,20,2019-01-20,18:40,NE,New England Patriots,NE,KC,Kansas City Chiefs,KC,Arrowhead Stadium,Arrowhead Stadium,Arrowhead Stadium,Arrowhead Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2018_POST_21_NE_LAR_20190203,2018,POST,21,2019-02-03,18:30,NE,New England Patriots,NE,LAR,Los Angeles Rams,LA,Mercedes-Benz Stadium,Mercedes-Benz Stadium,SoFi Stadium,Mercedes-Benz Stadium,actual_game_venue,,United States,True,False,,,True,False,False,False,season_week_not_found_in_attendance
2019_POST_18_BUF_HOU_20200104,2019,POST,18,2020-01-04,16:35,BUF,Buffalo Bills,BUF,HOU,Houston Texans,HOU,NRG Stadium,NRG Stadium,NRG Stadium,NRG Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2019_POST_18_TEN_NE_20200104,2019,POST,18,2020-01-04,20:15,TEN,Tennessee Titans,TEN,NE,New England Patriots,NE,Gillette Stadium,Gillette Stadium,Gillette Stadium,Gillette Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2019_POST_18_MIN_NO_20200105,2019,POST,18,2020-01-05,13:05,MIN,Minnesota Vikings,MIN,NO,New Orleans Saints,NO,Caesars Superdome,Mercedes-Benz Superdome,Caesars Superdome,Caesars Superdome,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2019_POST_18_SEA_PHI_20200105,2019,POST,18,2020-01-05,16:40,SEA,Seattle Seahawks,SEA,PHI,Philadelphia Eagles,PHI,Lincoln Financial Field,Lincoln Financial Field,Lincoln Financial Field,Lincoln Financial Field,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2019_POST_19_MIN_SF_20200111,2019,POST,19,2020-01-11,16:35,MIN,Minnesota Vikings,MIN,SF,San Francisco 49ers,SF,Levi's Stadium,Levi's Stadium,Levi's Stadium,Levi's Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2019_POST_19_TEN_BAL_20200111,2019,POST,19,2020-01-11,20:15,TEN,Tennessee Titans,TEN,BAL,Baltimore Ravens,BAL,M&T Bank Stadium,M&T Bank Stadium,M&T Bank Stadium,M&T Bank Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2019_POST_19_HOU_KC_20200112,2019,POST,19,2020-01-12,15:05,HOU,Houston Texans,HOU,KC,Kansas City Chiefs,KC,Arrowhead Stadium,Arrowhead Stadium,Arrowhead Stadium,Arrowhead Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2019_POST_19_SEA_GB_20200112,2019,POST,19,2020-01-12,18:40,SEA,Seattle Seahawks,SEA,GB,Green Bay Packers,GB,Lambeau Field,Lambeau Field,Lambeau Field,Lambeau Field,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2019_CON_20_GB_SF_20200119,2019,CON,20,2020-01-19,18:40,GB,Green Bay Packers,GB,SF,San Francisco 49ers,SF,Levi's Stadium,Levi's Stadium,Levi's Stadium,Levi's Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2019_CON_20_TEN_KC_20200119,2019,CON,20,2020-01-19,15:05,TEN,Tennessee Titans,TEN,KC,Kansas City Chiefs,KC,Arrowhead Stadium,Arrowhead Stadium,Arrowhead Stadium,Arrowhead Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2019_POST_21_SF_KC_20200202,2019,POST,21,2020-02-02,18:30,SF,San Francisco 49ers,SF,KC,Kansas City Chiefs,KC,Hard Rock Stadium,Hard Rock Stadium,Arrowhead Stadium,Hard Rock Stadium,actual_game_venue,,United States,True,False,,,True,False,False,False,season_week_not_found_in_attendance
2021_REG_14_BUF_TB_20211212,2021,REG,14,2021-12-12,16:25,BUF,Buffalo Bills,BUF,TB,Tampa Bay Buccaneers,TB,Raymond James Stadium,Raymond James Stadium,Raymond James Stadium,Raymond James Stadium,home_team_primary_stadium,,United States,False,False,,,True,True,False,False,home_team_not_found_for_season_week
2021_REG_15_LV_CLE_20211220,2021,REG,15,2021-12-20,17:00,LV,Las Vegas Raiders,LV,CLE,Cleveland Browns,CLE,Huntington Bank Field,FirstEnergy Stadium,Huntington Bank Field,Huntington Bank Field,home_team_primary_stadium,,United States,False,False,,,True,True,False,False,home_team_not_found_for_season_week
2021_POST_19_LV_CIN_20220115,2021,POST,19,2022-01-15,16:30,LV,Las Vegas Raiders,LV,CIN,Cincinnati Bengals,CIN,Paycor Stadium,Paul Brown Stadium,Paycor Stadium,Paycor Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2021_POST_19_NE_BUF_20220115,2021,POST,19,2022-01-15,20:15,NE,New England Patriots,NE,BUF,Buffalo Bills,BUF,Highmark Stadium,New Era Field,Highmark Stadium,Highmark Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2021_POST_19_PHI_TB_20220116,2021,POST,19,2022-01-16,13:00,PHI,Philadelphia Eagles,PHI,TB,Tampa Bay Buccaneers,TB,Raymond James Stadium,Raymond James Stadium,Raymond James Stadium,Raymond James Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2021_POST_19_PIT_KC_20220116,2021,POST,19,2022-01-16,20:15,PIT,Pittsburgh Steelers,PIT,KC,Kansas City Chiefs,KC,Arrowhead Stadium,GEHA Field at Arrowhead Stadium,Arrowhead Stadium,Arrowhead Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2021_POST_19_SF_DAL_20220116,2021,POST,19,2022-01-16,16:30,SF,San Francisco 49ers,SF,DAL,Dallas Cowboys,DAL,AT&T Stadium,AT&T Stadium,AT&T Stadium,AT&T Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2021_POST_19_ARI_LAR_20220117,2021,POST,19,2022-01-17,20:15,ARI,Arizona Cardinals,ARI,LAR,Los Angeles Rams,LA,SoFi Stadium,SoFi Stadium,SoFi Stadium,SoFi Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2021_POST_20_CIN_TEN_20220122,2021,POST,20,2022-01-22,16:30,CIN,Cincinnati Bengals,CIN,TEN,Tennessee Titans,TEN,Nissan Stadium,Nissan Stadium,Nissan Stadium,Nissan Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2021_POST_20_SF_GB_20220122,2021,POST,20,2022-01-22,20:15,SF,San Francisco 49ers,SF,GB,Green Bay Packers,GB,Lambeau Field,Lambeau Field,Lambeau Field,Lambeau Field,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2021_POST_20_BUF_KC_20220123,2021,POST,20,2022-01-23,18:30,BUF,Buffalo Bills,BUF,KC,Kansas City Chiefs,KC,Arrowhead Stadium,GEHA Field at Arrowhead Stadium,Arrowhead Stadium,Arrowhead Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2021_POST_20_LAR_TB_20220123,2021,POST,20,2022-01-23,15:00,LAR,Los Angeles Rams,LA,TB,Tampa Bay Buccaneers,TB,Raymond James Stadium,Raymond James Stadium,Raymond James Stadium,Raymond James Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2021_CON_21_CIN_KC_20220130,2021,CON,21,2022-01-30,15:00,CIN,Cincinnati Bengals,CIN,KC,Kansas City Chiefs,KC,Arrowhead Stadium,GEHA Field at Arrowhead Stadium,Arrowhead Stadium,Arrowhead Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2021_CON_21_SF_LAR_20220130,2021,CON,21,2022-01-30,18:30,SF,San Francisco 49ers,SF,LAR,Los Angeles Rams,LA,SoFi Stadium,SoFi Stadium,SoFi Stadium,SoFi Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2021_POST_22_LAR_CIN_20220213,2021,POST,22,2022-02-13,18:30,LAR,Los Angeles Rams,LA,CIN,Cincinnati Bengals,CIN,SoFi Stadium,SoFi Stadium,Paycor Stadium,SoFi Stadium,actual_game_venue,,United States,True,False,,,True,False,False,False,season_week_not_found_in_attendance
2022_POST_19_LAC_JAX_20230114,2022,POST,19,2023-01-14,20:15,LAC,Los Angeles Chargers,LAC,JAX,Jacksonville Jaguars,JAX,TIAA Bank Stadium,TIAA Bank Stadium,EverBank Stadium,TIAA Bank Stadium,actual_game_venue,,United States,True,False,,,True,False,False,False,season_week_not_found_in_attendance
2022_POST_19_SEA_SF_20230114,2022,POST,19,2023-01-14,16:30,SEA,Seattle Seahawks,SEA,SF,San Francisco 49ers,SF,Levi's Stadium,Levi's Stadium,Levi's Stadium,Levi's Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2022_POST_19_BAL_CIN_20230115,2022,POST,19,2023-01-15,20:15,BAL,Baltimore Ravens,BAL,CIN,Cincinnati Bengals,CIN,Paycor Stadium,Paycor Stadium,Paycor Stadium,Paycor Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2022_POST_19_MIA_BUF_20230115,2022,POST,19,2023-01-15,13:00,MIA,Miami Dolphins,MIA,BUF,Buffalo Bills,BUF,Highmark Stadium,New Era Field,Highmark Stadium,Highmark Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2022_POST_19_NYG_MIN_20230115,2022,POST,19,2023-01-15,16:50,NYG,New York Giants,NYG,MIN,Minnesota Vikings,MIN,U.S. Bank Stadium,U.S. Bank Stadium,U.S. Bank Stadium,U.S. Bank Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2022_POST_19_DAL_TB_20230116,2022,POST,19,2023-01-16,20:15,DAL,Dallas Cowboys,DAL,TB,Tampa Bay Buccaneers,TB,Raymond James Stadium,Raymond James Stadium,Raymond James Stadium,Raymond James Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2022_POST_20_JAX_KC_20230121,2022,POST,20,2023-01-21,16:30,JAX,Jacksonville Jaguars,JAX,KC,Kansas City Chiefs,KC,Arrowhead Stadium,GEHA Field at Arrowhead Stadium,Arrowhead Stadium,Arrowhead Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2022_POST_20_NYG_PHI_20230121,2022,POST,20,2023-01-21,20:15,NYG,New York Giants,NYG,PHI,Philadelphia Eagles,PHI,Lincoln Financial Field,Lincoln Financial Field,Lincoln Financial Field,Lincoln Financial Field,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2022_POST_20_CIN_BUF_20230122,2022,POST,20,2023-01-22,15:00,CIN,Cincinnati Bengals,CIN,BUF,Buffalo Bills,BUF,Highmark Stadium,New Era Field,Highmark Stadium,Highmark Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2022_POST_20_DAL_SF_20230122,2022,POST,20,2023-01-22,18:30,DAL,Dallas Cowboys,DAL,SF,San Francisco 49ers,SF,Levi's Stadium,Levi's Stadium,Levi's Stadium,Levi's Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2022_CON_21_CIN_KC_20230129,2022,CON,21,2023-01-29,18:30,CIN,Cincinnati Bengals,CIN,KC,Kansas City Chiefs,KC,Arrowhead Stadium,GEHA Field at Arrowhead Stadium,Arrowhead Stadium,Arrowhead Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2022_CON_21_SF_PHI_20230129,2022,CON,21,2023-01-29,15:00,SF,San Francisco 49ers,SF,PHI,Philadelphia Eagles,PHI,Lincoln Financial Field,Lincoln Financial Field,Lincoln Financial Field,Lincoln Financial Field,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2022_POST_22_KC_PHI_20230212,2022,POST,22,2023-02-12,18:30,KC,Kansas City Chiefs,KC,PHI,Philadelphia Eagles,PHI,State Farm Stadium,State Farm Stadium,Lincoln Financial Field,State Farm Stadium,actual_game_venue,,United States,True,False,,,True,False,False,False,season_week_not_found_in_attendance
2023_POST_19_CLE_HOU_20240113,2023,POST,19,2024-01-13,16:30,CLE,Cleveland Browns,CLE,HOU,Houston Texans,HOU,NRG Stadium,NRG Stadium,NRG Stadium,NRG Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2023_POST_19_MIA_KC_20240113,2023,POST,19,2024-01-13,20:00,MIA,Miami Dolphins,MIA,KC,Kansas City Chiefs,KC,Arrowhead Stadium,GEHA Field at Arrowhead Stadium,Arrowhead Stadium,Arrowhead Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2023_POST_19_GB_DAL_20240114,2023,POST,19,2024-01-14,16:30,GB,Green Bay Packers,GB,DAL,Dallas Cowboys,DAL,AT&T Stadium,AT&T Stadium,AT&T Stadium,AT&T Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2023_POST_19_LAR_DET_20240114,2023,POST,19,2024-01-14,20:00,LAR,Los Angeles Rams,LA,DET,Detroit Lions,DET,Ford Field,Ford Field,Ford Field,Ford Field,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2023_POST_19_PHI_TB_20240115,2023,POST,19,2024-01-15,20:00,PHI,Philadelphia Eagles,PHI,TB,Tampa Bay Buccaneers,TB,Raymond James Stadium,Raymond James Stadium,Raymond James Stadium,Raymond James Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
