game_id,weather_timestamp,temperature,precipitation,wind_speed,weather_condition,weather_source_method,venue_name,latitude,longitude,station_id,station_name,station_distance_miles,temperature_max,temperature_min,temperature_avg,dew_point,relative_humidity,snow_depth,snowfall,sea_level_pressure,sunshine,weather_code,feels_like_temperature
2015_REG_01_PIT_NE_20150910,2015-09-10 12:00:00,,,,,station_lookup_error,Gillette Stadium,42.0909,-71.2643,,,,,,,,,,,,,,
2015_REG_01_SEA_LAR_20150913,2015-09-13 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Edward Jones Dome,38.6329,-90.1887,,,,70.0,70.0,70.0,,,,,,,,70.0
2015_REG_01_TEN_TB_20150913,2015-09-13 12:00:00,,,,,station_lookup_error,Raymond James Stadium,27.9759,-82.5033,,,,,,,,,,,,,,
2015_REG_02_ARI_CHI_20150920,2015-09-20 12:00:00,,,,,station_lookup_error,Soldier Field,41.8623,-87.6167,,,,,,,,,,,,,,
2015_REG_02_ATL_NYG_20150920,2015-09-20 12:00:00,,,,,station_lookup_error,MetLife Stadium,40.8135,-74.0745,,,,,,,,,,,,,,
2015_REG_02_BAL_LV_20150920,2015-09-20 12:00:00,,,,,station_lookup_error,O.co Coliseum,37.7516,-122.2005,,,,,,,,,,,,,,
2015_REG_02_DAL_PHI_20150920,2015-09-20 12:00:00,,,,,station_lookup_error,Lincoln Financial Field,39.9008,-75.1675,,,,,,,,,,,,,,
2015_REG_02_DEN_KC_20150917,2015-09-17 12:00:00,,,,,station_lookup_error,Arrowhead Stadium,39.0489,-94.4839,,,,,,,,,,,,,,
2015_REG_02_DET_MIN_20150920,2015-09-20 12:00:00,,,,,station_lookup_error,TCF Bank Stadium,44.976,-93.2247,,,,,,,,,,,,,,
2015_REG_02_HOU_CAR_20150920,2015-09-20 12:00:00,,,,,station_lookup_error,Bank of America Stadium,35.2258,-80.8528,,,,,,,,,,,,,,
2015_REG_02_LAC_CIN_20150920,2015-09-20 12:00:00,,,,,station_lookup_error,Paycor Stadium,39.0955,-84.516,,,,,,,,,,,,,,
2015_REG_02_LAR_WSH_20150920,2015-09-20 12:00:00,,,,,station_lookup_error,Northwest Stadium,38.9078,-76.8644,,,,,,,,,,,,,,
2015_REG_02_MIA_JAX_20150920,2015-09-20 12:00:00,,,,,station_lookup_error,EverBank Stadium,30.3239,-81.6373,,,,,,,,,,,,,,
2015_REG_02_NE_BUF_20150920,2015-09-20 12:00:00,,,,,station_lookup_error,Highmark Stadium,42.7738,-78.7868,,,,,,,,,,,,,,
2015_REG_02_NYJ_IND_20150921,2015-09-21 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Lucas Oil Stadium,39.7601,-86.1639,,,,70.0,70.0,70.0,,,,,,,,70.0
2015_REG_02_SEA_GB_20150920,2015-09-20 12:00:00,,,,,station_lookup_error,Lambeau Field,44.5013,-88.0622,,,,,,,,,,,,,,
2015_REG_02_SF_PIT_20150920,2015-09-20 12:00:00,,,,,station_lookup_error,Acrisure Stadium,40.4468,-80.0158,,,,,,,,,,,,,,
2015_REG_02_TB_NO_20150920,2015-09-20 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Caesars Superdome,29.9511,-90.0812,,,,70.0,70.0,70.0,,,,,,,,70.0
2015_REG_02_TEN_CLE_20150920,2015-09-20 12:00:00,,,,,station_lookup_error,Huntington Bank Field,41.5061,-81.6995,,,,,,,,,,,,,,
2015_REG_03_ATL_DAL_20150927,2015-09-27 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,AT&T Stadium,32.7473,-97.0945,,,,70.0,70.0,70.0,,,,,,,,70.0
2015_REG_03_BUF_MIA_20150927,2015-09-27 12:00:00,,,,,station_lookup_error,Hard Rock Stadium,25.958,-80.2389,,,,,,,,,,,,,,
2015_REG_03_CHI_SEA_20150927,2015-09-27 12:00:00,,,,,station_lookup_error,Lumen Field,47.5952,-122.3316,,,,,,,,,,,,,,
2015_REG_03_CIN_BAL_20150927,2015-09-27 12:00:00,,,,,station_lookup_error,M&T Bank Stadium,39.278,-76.6227,,,,,,,,,,,,,,
2015_REG_03_DEN_DET_20150927,2015-09-27 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Ford Field,42.34,-83.0456,,,,70.0,70.0,70.0,,,,,,,,70.0
2015_REG_03_IND_TEN_20150927,2015-09-27 12:00:00,,,,,station_lookup_error,Nissan Stadium,36.1665,-86.7713,,,,,,,,,,,,,,
2015_REG_03_JAX_NE_20150927,2015-09-27 12:00:00,,,,,station_lookup_error,Gillette Stadium,42.0909,-71.2643,,,,,,,,,,,,,,
2015_REG_03_KC_GB_20150928,2015-09-28 12:00:00,,,,,station_lookup_error,Lambeau Field,44.5013,-88.0622,,,,,,,,,,,,,,
2015_REG_03_LAC_MIN_20150927,2015-09-27 12:00:00,,,,,station_lookup_error,TCF Bank Stadium,44.976,-93.2247,,,,,,,,,,,,,,
2015_REG_03_LV_CLE_20150927,2015-09-27 12:00:00,,,,,station_lookup_error,Huntington Bank Field,41.5061,-81.6995,,,,,,,,,,,,,,
2015_REG_03_NO_CAR_20150927,2015-09-27 12:00:00,,,,,station_lookup_error,Bank of America Stadium,35.2258,-80.8528,,,,,,,,,,,,,,
2015_REG_03_PHI_NYJ_20150927,2015-09-27 12:00:00,,,,,station_lookup_error,MetLife Stadium,40.8135,-74.0745,,,,,,,,,,,,,,
2015_REG_03_PIT_LAR_20150927,2015-09-27 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Edward Jones Dome,38.6329,-90.1887,,,,70.0,70.0,70.0,,,,,,,,70.0
2015_REG_03_SF_ARI_20150927,2015-09-27 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,State Farm Stadium,33.5276,-112.2626,,,,70.0,70.0,70.0,,,,,,,,70.0
2015_REG_03_TB_HOU_20150927,2015-09-27 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,NRG Stadium,29.6847,-95.4107,,,,70.0,70.0,70.0,,,,,,,,70.0
2015_REG_03_WSH_NYG_20150924,2015-09-24 12:00:00,,,,,station_lookup_error,MetLife Stadium,40.8135,-74.0745,,,,,,,,,,,,,,
2015_REG_04_BAL_PIT_20151001,2015-10-01 12:00:00,,,,,station_lookup_error,Acrisure Stadium,40.4468,-80.0158,,,,,,,,,,,,,,
2015_REG_04_CAR_TB_20151004,2015-10-04 12:00:00,,,,,station_lookup_error,Raymond James Stadium,27.9759,-82.5033,,,,,,,,,,,,,,
2015_REG_04_CLE_LAC_20151004,2015-10-04 12:00:00,,,,,station_lookup_error,Qualcomm Stadium,32.7831,-117.1195,,,,,,,,,,,,,,
2015_REG_04_DAL_NO_20151004,2015-10-04 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Caesars Superdome,29.9511,-90.0812,,,,70.0,70.0,70.0,,,,,,,,70.0
2015_REG_04_DET_SEA_20151005,2015-10-05 12:00:00,,,,,station_lookup_error,Lumen Field,47.5952,-122.3316,,,,,,,,,,,,,,
2015_REG_04_GB_SF_20151004,2015-10-04 12:00:00,,,,,station_lookup_error,Levi's Stadium,37.403,-121.97,,,,,,,,,,,,,,
2015_REG_04_HOU_ATL_20151004,2015-10-04 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Georgia Dome,33.7573,-84.4008,,,,70.0,70.0,70.0,,,,,,,,70.0
2015_REG_04_JAX_IND_20151004,2015-10-04 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Lucas Oil Stadium,39.7601,-86.1639,,,,70.0,70.0,70.0,,,,,,,,70.0
2015_REG_04_KC_CIN_20151004,2015-10-04 12:00:00,,,,,station_lookup_error,Paycor Stadium,39.0955,-84.516,,,,,,,,,,,,,,
2015_REG_04_LAR_ARI_20151004,2015-10-04 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,State Farm Stadium,33.5276,-112.2626,,,,70.0,70.0,70.0,,,,,,,,70.0
2015_REG_04_LV_CHI_20151004,2015-10-04 12:00:00,,,,,station_lookup_error,Soldier Field,41.8623,-87.6167,,,,,,,,,,,,,,
2015_REG_04_MIN_DEN_20151004,2015-10-04 12:00:00,,,,,station_lookup_error,Empower Field at Mile High,39.7439,-105.0201,,,,,,,,,,,,,,
2015_REG_04_NYG_BUF_20151004,2015-10-04 12:00:00,,,,,station_lookup_error,Highmark Stadium,42.7738,-78.7868,,,,,,,,,,,,,,
2015_REG_04_NYJ_MIA_20151004,2015-10-04 12:00:00,,,,,station_lookup_error,Wembley Stadium,51.556,-0.2796,,,,,,,,,,,,,,
2015_REG_04_PHI_WSH_20151004,2015-10-04 12:00:00,,,,,station_lookup_error,Northwest Stadium,38.9078,-76.8644,,,,,,,,,,,,,,
2015_REG_05_ARI_DET_20151011,2015-10-11 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Ford Field,42.34,-83.0456,,,,70.0,70.0,70.0,,,,,,,,70.0
2015_REG_05_BUF_TEN_20151011,2015-10-11 12:00:00,,,,,station_lookup_error,Nissan Stadium,36.1665,-86.7713,,,,,,,,,,,,,,
2015_REG_05_CHI_KC_20151011,2015-10-11 12:00:00,,,,,station_lookup_error,Arrowhead Stadium,39.0489,-94.4839,,,,,,,,,,,,,,
2015_REG_05_CLE_BAL_20151011,2015-10-11 12:00:00,,,,,station_lookup_error,M&T Bank Stadium,39.278,-76.6227,,,,,,,,,,,,,,
2015_REG_05_DEN_LV_20151011,2015-10-11 12:00:00,,,,,station_lookup_error,O.co Coliseum,37.7516,-122.2005,,,,,,,,,,,,,,
2015_REG_05_IND_HOU_20151008,2015-10-08 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,NRG Stadium,29.6847,-95.4107,,,,70.0,70.0,70.0,,,,,,,,70.0
2015_REG_05_JAX_TB_20151011,2015-10-11 12:00:00,,,,,station_lookup_error,Raymond James Stadium,27.9759,-82.5033,,,,,,,,,,,,,,
2015_REG_05_LAR_GB_20151011,2015-10-11 12:00:00,,,,,station_lookup_error,Lambeau Field,44.5013,-88.0622,,,,,,,,,,,,,,
2015_REG_05_NE_DAL_20151011,2015-10-11 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,AT&T Stadium,32.7473,-97.0945,,,,70.0,70.0,70.0,,,,,,,,70.0
2015_REG_05_NO_PHI_20151011,2015-10-11 12:00:00,,,,,station_lookup_error,Lincoln Financial Field,39.9008,-75.1675,,,,,,,,,,,,,,
2015_REG_05_PIT_LAC_20151012,2015-10-12 12:00:00,,,,,station_lookup_error,Qualcomm Stadium,32.7831,-117.1195,,,,,,,,,,,,,,
2015_REG_05_SEA_CIN_20151011,2015-10-11 12:00:00,,,,,station_lookup_error,Paycor Stadium,39.0955,-84.516,,,,,,,,,,,,,,
2015_REG_05_SF_NYG_20151011,2015-10-11 12:00:00,,,,,station_lookup_error,MetLife Stadium,40.8135,-74.0745,,,,,,,,,,,,,,
2015_REG_05_WSH_ATL_20151011,2015-10-11 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Georgia Dome,33.7573,-84.4008,,,,70.0,70.0,70.0,,,,,,,,70.0
2015_REG_06_ARI_PIT_20151018,2015-10-18 12:00:00,,,,,station_lookup_error,Acrisure Stadium,40.4468,-80.0158,,,,,,,,,,,,,,
2015_REG_06_ATL_NO_20151015,2015-10-15 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Caesars Superdome,29.9511,-90.0812,,,,70.0,70.0,70.0,,,,,,,,70.0
2015_REG_06_BAL_SF_20151018,2015-10-18 12:00:00,,,,,station_lookup_error,Levi's Stadium,37.403,-121.97,,,,,,,,,,,,,,
2015_REG_06_CAR_SEA_20151018,2015-10-18 12:00:00,,,,,station_lookup_error,Lumen Field,47.5952,-122.3316,,,,,,,,,,,,,,
2015_REG_06_CHI_DET_20151018,2015-10-18 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Ford Field,42.34,-83.0456,,,,70.0,70.0,70.0,,,,,,,,70.0
2015_REG_06_CIN_BUF_20151018,2015-10-18 12:00:00,,,,,station_lookup_error,Highmark Stadium,42.7738,-78.7868,,,,,,,,,,,,,,
2015_REG_06_DEN_CLE_20151018,2015-10-18 12:00:00,,,,,station_lookup_error,Huntington Bank Field,41.5061,-81.6995,,,,,,,,,,,,,,
2015_REG_06_HOU_JAX_20151018,2015-10-18 12:00:00,,,,,station_lookup_error,EverBank Stadium,30.3239,-81.6373,,,,,,,,,,,,,,
2015_REG_06_KC_MIN_20151018,2015-10-18 12:00:00,,,,,station_lookup_error,TCF Bank Stadium,44.976,-93.2247,,,,,,,,,,,,,,
2015_REG_06_LAC_GB_20151018,2015-10-18 12:00:00,,,,,station_lookup_error,Lambeau Field,44.5013,-88.0622,,,,,,,,,,,,,,
2015_REG_06_MIA_TEN_20151018,2015-10-18 12:00:00,,,,,station_lookup_error,Nissan Stadium,36.1665,-86.7713,,,,,,,,,,,,,,
2015_REG_06_NE_IND_20151018,2015-10-18 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Lucas Oil Stadium,39.7601,-86.1639,,,,70.0,70.0,70.0,,,,,,,,70.0
2015_REG_06_NYG_PHI_20151019,2015-10-19 12:00:00,,,,,station_lookup_error,Lincoln Financial Field,39.9008,-75.1675,,,,,,,,,,,,,,
2015_REG_06_WSH_NYJ_20151018,2015-10-18 12:00:00,,,,,station_lookup_error,MetLife Stadium,40.8135,-74.0745,,,,,,,,,,,,,,
2015_REG_07_ATL_TEN_20151025,2015-10-25 12:00:00,,,,,station_lookup_error,Nissan Stadium,36.1665,-86.7713,,,,,,,,,,,,,,
2015_REG_07_BAL_ARI_20151026,2015-10-26 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,State Farm Stadium,33.5276,-112.2626,,,,70.0,70.0,70.0,,,,,,,,70.0
2015_REG_07_BUF_JAX_20151025,2015-10-25 12:00:00,,,,,station_lookup_error,Wembley Stadium,51.556,-0.2796,,,,,,,,,,,,,,
2015_REG_07_CLE_LAR_20151025,2015-10-25 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Edward Jones Dome,38.6329,-90.1887,,,,70.0,70.0,70.0,,,,,,,,70.0
2015_REG_07_DAL_NYG_20151025,2015-10-25 12:00:00,,,,,station_lookup_error,MetLife Stadium,40.8135,-74.0745,,,,,,,,,,,,,,
2015_REG_07_HOU_MIA_20151025,2015-10-25 12:00:00,,,,,station_lookup_error,Hard Rock Stadium,25.958,-80.2389,,,,,,,,,,,,,,
2015_REG_07_LV_LAC_20151025,2015-10-25 12:00:00,,,,,station_lookup_error,Qualcomm Stadium,32.7831,-117.1195,,,,,,,,,,,,,,
2015_REG_07_MIN_DET_20151025,2015-10-25 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Ford Field,42.34,-83.0456,,,,70.0,70.0,70.0,,,,,,,,70.0
2015_REG_07_NO_IND_20151025,2015-10-25 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Lucas Oil Stadium,39.7601,-86.1639,,,,70.0,70.0,70.0,,,,,,,,70.0
2015_REG_07_NYJ_NE_20151025,2015-10-25 12:00:00,,,,,station_lookup_error,Gillette Stadium,42.0909,-71.2643,,,,,,,,,,,,,,
2015_REG_07_PHI_CAR_20151025,2015-10-25 12:00:00,,,,,station_lookup_error,Bank of America Stadium,35.2258,-80.8528,,,,,,,,,,,,,,
2015_REG_07_PIT_KC_20151025,2015-10-25 12:00:00,,,,,station_lookup_error,Arrowhead Stadium,39.0489,-94.4839,,,,,,,,,,,,,,
2015_REG_07_SEA_SF_20151022,2015-10-22 12:00:00,,,,,station_lookup_error,Levi's Stadium,37.403,-121.97,,,,,,,,,,,,,,
2015_REG_07_TB_WSH_20151025,2015-10-25 12:00:00,,,,,station_lookup_error,Northwest Stadium,38.9078,-76.8644,,,,,,,,,,,,,,
2015_REG_08_ARI_CLE_20151101,2015-11-01 12:00:00,,,,,station_lookup_error,Huntington Bank Field,41.5061,-81.6995,,,,,,,,,,,,,,
2015_REG_08_CIN_PIT_20151101,2015-11-01 12:00:00,,,,,station_lookup_error,Acrisure Stadium,40.4468,-80.0158,,,,,,,,,,,,,,
2015_REG_08_DET_KC_20151101,2015-11-01 12:00:00,,,,,station_lookup_error,Wembley Stadium,51.556,-0.2796,,,,,,,,,,,,,,
2015_REG_08_GB_DEN_20151101,2015-11-01 12:00:00,,,,,station_lookup_error,Empower Field at Mile High,39.7439,-105.0201,,,,,,,,,,,,,,
2015_REG_08_IND_CAR_20151102,2015-11-02 12:00:00,,,,,station_lookup_error,Bank of America Stadium,35.2258,-80.8528,,,,,,,,,,,,,,
2015_REG_08_LAC_BAL_20151101,2015-11-01 12:00:00,,,,,station_lookup_error,M&T Bank Stadium,39.278,-76.6227,,,,,,,,,,,,,,
2015_REG_08_MIA_NE_20151029,2015-10-29 12:00:00,,,,,station_lookup_error,Gillette Stadium,42.0909,-71.2643,,,,,,,,,,,,,,
2015_REG_08_MIN_CHI_20151101,2015-11-01 12:00:00,,,,,station_lookup_error,Soldier Field,41.8623,-87.6167,,,,,,,,,,,,,,
2015_REG_08_NYG_NO_20151101,2015-11-01 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Caesars Superdome,29.9511,-90.0812,,,,70.0,70.0,70.0,,,,,,,,70.0
2015_REG_08_NYJ_LV_20151101,2015-11-01 12:00:00,,,,,station_lookup_error,O.co Coliseum,37.7516,-122.2005,,,,,,,,,,,,,,
2015_REG_08_SEA_DAL_20151101,2015-11-01 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,AT&T Stadium,32.7473,-97.0945,,,,70.0,70.0,70.0,,,,,,,,70.0
2015_REG_08_SF_LAR_20151101,2015-11-01 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Edward Jones Dome,38.6329,-90.1887,,,,70.0,70.0,70.0,,,,,,,,70.0
2015_REG_08_TB_ATL_20151101,2015-11-01 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Georgia Dome,33.7573,-84.4008,,,,70.0,70.0,70.0,,,,,,,,70.0
2015_REG_08_TEN_HOU_20151101,2015-11-01 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,NRG Stadium,29.6847,-95.4107,,,,70.0,70.0,70.0,,,,,,,,70.0
2015_REG_09_ATL_SF_20151108,2015-11-08 12:00:00,,,,,station_lookup_error,Levi's Stadium,37.403,-121.97,,,,,,,,,,,,,,
2015_REG_09_CHI_LAC_20151109,2015-11-09 12:00:00,,,,,station_lookup_error,Qualcomm Stadium,32.7831,-117.1195,,,,,,,,,,,,,,
2015_REG_09_CLE_CIN_20151105,2015-11-05 12:00:00,,,,,station_lookup_error,Paycor Stadium,39.0955,-84.516,,,,,,,,,,,,,,
2015_REG_09_DEN_IND_20151108,2015-11-08 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Lucas Oil Stadium,39.7601,-86.1639,,,,70.0,70.0,70.0,,,,,,,,70.0
2015_REG_09_GB_CAR_20151108,2015-11-08 12:00:00,,,,,station_lookup_error,Bank of America Stadium,35.2258,-80.8528,,,,,,,,,,,,,,
2015_REG_09_JAX_NYJ_20151108,2015-11-08 12:00:00,,,,,station_lookup_error,MetLife Stadium,40.8135,-74.0745,,,,,,,,,,,,,,
2015_REG_09_LAR_MIN_20151108,2015-11-08 12:00:00,,,,,station_lookup_error,TCF Bank Stadium,44.976,-93.2247,,,,,,,,,,,,,,
2015_REG_09_LV_PIT_20151108,2015-11-08 12:00:00,,,,,station_lookup_error,Acrisure Stadium,40.4468,-80.0158,,,,,,,,,,,,,,
2015_REG_09_MIA_BUF_20151108,2015-11-08 12:00:00,,,,,station_lookup_error,Highmark Stadium,42.7738,-78.7868,,,,,,,,,,,,,,
2015_REG_09_NYG_TB_20151108,2015-11-08 12:00:00,,,,,station_lookup_error,Raymond James Stadium,27.9759,-82.5033,,,,,,,,,,,,,,
2015_REG_09_PHI_DAL_20151108,2015-11-08 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,AT&T Stadium,32.7473,-97.0945,,,,70.0,70.0,70.0,,,,,,,,70.0
2015_REG_09_TEN_NO_20151108,2015-11-08 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Caesars Superdome,29.9511,-90.0812,,,,70.0,70.0,70.0,,,,,,,,70.0
2015_REG_09_WSH_NE_20151108,2015-11-08 12:00:00,,,,,station_lookup_error,Gillette Stadium,42.0909,-71.2643,,,,,,,,,,,,,,
2015_REG_10_ARI_SEA_20151115,2015-11-15 12:00:00,,,,,station_lookup_error,Lumen Field,47.5952,-122.3316,,,,,,,,,,,,,,
2015_REG_10_BUF_NYJ_20151112,2015-11-12 12:00:00,,,,,station_lookup_error,MetLife Stadium,40.8135,-74.0745,,,,,,,,,,,,,,
2015_REG_10_CAR_TEN_20151115,2015-11-15 12:00:00,,,,,station_lookup_error,Nissan Stadium,36.1665,-86.7713,,,,,,,,,,,,,,
2015_REG_10_CHI_LAR_20151115,2015-11-15 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Edward Jones Dome,38.6329,-90.1887,,,,70.0,70.0,70.0,,,,,,,,70.0
2015_REG_10_CLE_PIT_20151115,2015-11-15 12:00:00,,,,,station_lookup_error,Acrisure Stadium,40.4468,-80.0158,,,,,,,,,,,,,,
2015_REG_10_DAL_TB_20151115,2015-11-15 12:00:00,,,,,station_lookup_error,Raymond James Stadium,27.9759,-82.5033,,,,,,,,,,,,,,
2015_REG_10_DET_GB_20151115,2015-11-15 12:00:00,,,,,station_lookup_error,Lambeau Field,44.5013,-88.0622,,,,,,,,,,,,,,
2015_REG_10_HOU_CIN_20151116,2015-11-16 12:00:00,,,,,station_lookup_error,Paycor Stadium,39.0955,-84.516,,,,,,,,,,,,,,
2015_REG_10_JAX_BAL_20151115,2015-11-15 12:00:00,,,,,station_lookup_error,M&T Bank Stadium,39.278,-76.6227,,,,,,,,,,,,,,
2015_REG_10_KC_DEN_20151115,2015-11-15 12:00:00,,,,,station_lookup_error,Empower Field at Mile High,39.7439,-105.0201,,,,,,,,,,,,,,
2015_REG_10_MIA_PHI_20151115,2015-11-15 12:00:00,,,,,station_lookup_error,Lincoln Financial Field,39.9008,-75.1675,,,,,,,,,,,,,,
2015_REG_10_MIN_LV_20151115,2015-11-15 12:00:00,,,,,station_lookup_error,O.co Coliseum,37.7516,-122.2005,,,,,,,,,,,,,,
2015_REG_10_NE_NYG_20151115,2015-11-15 12:00:00,,,,,station_lookup_error,MetLife Stadium,40.8135,-74.0745,,,,,,,,,,,,,,
2015_REG_10_NO_WSH_20151115,2015-11-15 12:00:00,,,,,station_lookup_error,Northwest Stadium,38.9078,-76.8644,,,,,,,,,,,,,,
2015_REG_11_BUF_NE_20151123,2015-11-23 12:00:00,,,,,station_lookup_error,Gillette Stadium,42.0909,-71.2643,,,,,,,,,,,,,,
2015_REG_11_CIN_ARI_20151122,2015-11-22 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,State Farm Stadium,33.5276,-112.2626,,,,70.0,70.0,70.0,,,,,,,,70.0
2015_REG_11_DAL_MIA_20151122,2015-11-22 12:00:00,,,,,station_lookup_error,Hard Rock Stadium,25.958,-80.2389,,,,,,,,,,,,,,
2015_REG_11_DEN_CHI_20151122,2015-11-22 12:00:00,,,,,station_lookup_error,Soldier Field,41.8623,-87.6167,,,,,,,,,,,,,,
2015_REG_11_GB_MIN_20151122,2015-11-22 12:00:00,,,,,station_lookup_error,TCF Bank Stadium,44.976,-93.2247,,,,,,,,,,,,,,
2015_REG_11_IND_ATL_20151122,2015-11-22 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Georgia Dome,33.7573,-84.4008,,,,70.0,70.0,70.0,,,,,,,,70.0
2015_REG_11_KC_LAC_20151122,2015-11-22 12:00:00,,,,,station_lookup_error,Qualcomm Stadium,32.7831,-117.1195,,,,,,,,,,,,,,
2015_REG_11_LAR_BAL_20151122,2015-11-22 12:00:00,,,,,station_lookup_error,M&T Bank Stadium,39.278,-76.6227,,,,,,,,,,,,,,
2015_REG_11_LV_DET_20151122,2015-11-22 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Ford Field,42.34,-83.0456,,,,70.0,70.0,70.0,,,,,,,,70.0
2015_REG_11_NYJ_HOU_20151122,2015-11-22 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,NRG Stadium,29.6847,-95.4107,,,,70.0,70.0,70.0,,,,,,,,70.0
2015_REG_11_SF_SEA_20151122,2015-11-22 12:00:00,,,,,station_lookup_error,Lumen Field,47.5952,-122.3316,,,,,,,,,,,,,,
2015_REG_11_TB_PHI_20151122,2015-11-22 12:00:00,,,,,station_lookup_error,Lincoln Financial Field,39.9008,-75.1675,,,,,,,,,,,,,,
